entid,ANCHEYEAR_asset,ispublic,ASSGRO,LIAGRO,VENDINC,MAIBUSINC,PROGRO,NETINC,RATGRO,TOTEQU
932526009,2013,1,100.48889180290053,-1.479566099563551,0.2832201746461841,0.6721067261797701,-0.4362005590230752,0.97603700610211,-0.0805096058563514,99.8138564059874
47765794,2013,1,1985.294967053003,1986.8987385427583,6.353739540196286,8.011072322365216,-0.265597292660825,-1.095177010415392,1.0018120711200902,0.7910995918003635
100233421,2014,1,-0.1550754283786464,-0.362538318648246,-0.4732519372501747,-1.5608209816349785,-0.2017898606911871,-1.5221162280038256,1.182757472099967,-0.8114076116905481
932526009,2014,1,99.9971269407392,-0.4382622592577172,1.604003067375529,-0.0478796927797313,2.2714363506530666,0.728556086562359,-0.5547838835278549,99.43759612750873
307832564,2014,1,0.0963099831300152,0.6200533273361049,-0.9838189570475732,0.6284796169740537,0.7221614476401688,0.2335382826841959,0.5643246982765411,0.8664462516532201
47765794,2014,1,1986.7307393597143,1986.3722621531767,0.0088813485531011,0.2600076281537466,0.0777807154664866,0.3580112219320036,0.5434928364902044,0.8512257008234282
368872124,2013,1,500.4919348382717,-2.1481419383861966,-1.5076861815571267,1.5943901125643554,0.3099080065736468,-0.7556707433878316,0.9520445216084462,499.0093988639072
368872124,2014,1,499.73559562063696,-0.9139629350370234,0.1071175252020136,0.9172273255269848,0.6182009382542876,-0.028535328703215,0.3104894702889167,500.52791085449473
354991442,2013,1,21200299.464631863,14198500.987762326,612392.6660973467,611482.0650819204,69633.87079165228,69629.47666268451,,7001840.446371391
266783579,2013,1,10793.840576590208,5362.152522973208,-0.9723474109862648,1.3103695677293383,-6.957170159819,-5.987346622804365,-0.4692124835650892,5429.459016567006
962203643,2013,1,3.377150310360237,3.53531227363968,0.6977027503037901,-0.0516294953230275,-0.250613044428345,0.7081654590810361,-0.5061343700047477,0.7797649183484665
580170754,2013,1,306.34755071737214,9.030498774694689,-1.3085797938349015,0.7488752570465498,-1.7522878577544072,-0.1388351660364312,-1.1269793643655506,309.19391209140053
876795652,2013,1,,,10.23581383000335,,,,,
660529291,2013,1,998.9533515868156,0.0315437293941535,0.9697331688632468,-0.1239277527417211,0.3338933911844038,-0.942167404969575,-0.4377823067718355,998.562042497808
257560956,2013,1,1005.3728540328595,6.593623376071222,-0.1416370456816305,-0.2542219206460026,-3.0696097836786382,-3.1987052315904707,0.3706762199570751,997.4208980480728
423005894,2013,1,999.4822683277272,0.7448830473724152,1.422070251056644,0.300189799475055,-1.0453046449020948,0.7108796328805395,-0.7518796157076564,1002.4259940845
793823151,2013,1,1000.532838229555,1.2565471660465837,0.7339733137819211,-1.2620436538623243,-0.2408021625372176,-0.6642133979437184,0.2381918335734088,1000.884236210154
354991442,2014,1,24850399.92415261,16954600.2988582,665682.8172392689,665681.3815551312,44601.92370448843,44603.59642411445,2449.713090750241,7895867.53740651
354991442,2015,1,27506799.66524249,18400599.123401005,714293.0131286371,714293.8792172924,109892.38691898691,109891.41468784476,57951.46176651068,9106210.713013284
263550169,2015,1,7626.696015498715,1347.3472917446322,11.213587113941214,8.80811097779415,-48.11514151040128,-47.79645366782764,0.3452417053547387,6281.211869179059
423005894,2014,1,1000.3253992131544,0.4843698168561046,-0.6641720519501447,-0.8554206502157431,0.0454496618379103,-0.5317645555995688,0.2157960247020015,999.8775910451816
962203643,2014,1,2.5043478869189046,2.743364626908094,0.0909779466789755,-0.0542021720566334,1.856745640707602,0.5549022035257678,1.230773717764864,0.9607089559916432
250442914,2014,1,8.351321930403676,8.397041299975575,-0.2194363985974907,-1.2870603327711665,-0.0889315943833357,-0.7157182204157689,-0.614664512642436,-0.2234263931546626
257560956,2014,1,1004.093319002828,10.444359702906286,0.0608511995898859,0.1345587456217908,-0.7124915413905635,-0.7943697676227075,-0.0557643788782287,994.109585546156
731050139,2013,1,425644.7253308493,412602.736563906,,21943.37049058067,1546.0967567171087,1150.4442757923566,885.1834403135254,13040.724339588944
731050139,2014,1,354419.2077423495,341044.30528919963,24076.840928791644,24013.698790596743,1170.8981975986346,787.1204071793181,1456.560481090972,13374.736195450278
210383067,2013,1,10.547112099508354,-0.6165362056674943,-0.4741067491976837,-0.2239737332239312,-0.2357211922455382,-2.2305000559128483,-1.4502542021515057,10.771740927590413
841541151,2013,1,8.743832585082075,-0.3841809703082421,32.02026355452267,9.427873716903186,30.055183500150147,20.495724141941945,3.0482994676557884,10.056035347498652
210383067,2014,1,9.224708703595343,-0.0148067471841721,-0.6607288821282401,0.4481620871148332,-1.877728456540376,-1.850899854565213,0.3446492639614233,9.159440335879172
841541151,2014,1,27.00256350895502,-0.0030995951822292,40.04771553560446,10.278582310604696,30.4983765779158,30.06291865710938,9.222279334861147,28.509751068134342
315181301,2014,1,99.59244000904992,-0.940319583462346,-0.655050310620806,2.7881062200572986,1.1493088258391195,1.244686647917576,-0.1206743745017377,-2.000839660596407
1139812428,2015,1,0.2343232167399008,1.640748515365981,-1.4647603968851746,0.8983641640805078,-0.453686993050763,0.7881828158201368,-2.206316954146873,2.0139458725028136
1157977132,2013,1,11556.033089129009,3231.3762010860905,282.33661345791546,209.1966652298972,-230.20981441372268,-240.1125969924043,23.776355561722355,8326.146324741005
